codigo,nombre,temperatura,luminosidad,saturacion,familia_visual,estilos_recomendados,ambientes_recomendados,combina_con,contrasta_con,descripcion_tecnica,nivel_luminosidad,nivel_saturacion,sensacion_visual
60YY 59/604,Filete Dorado,Cálido,6,8,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (6/10) y saturación alta (8/10) que equilibra el espacio.,Medio,Alta,Suave;Cálido;Acogedor;Alegre
64YY 84/180,Fin de Semana Estival,Cálido,8,7,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (7/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
62YY 86/253,Flash Fotográfico,Cálido,9,9,Arena,Pop;Maximalista,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad muy alto (9/10) y saturación muy alta (9/10) que aporta amplitud visual.,Muy Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
35YY 86/117,Flor de Algodón,Cálido,8,6,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación media (6/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
50YY 37/519,Fuente Frutal,Cálido,4,6,Terracota,Contemporáneo,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación media (6/10) que equilibra el espacio.,Bajo,Media,Suave;Cálido;Acogedor;Natural
66YY 61/648,Futurista,Cálido,6,7,Piedra,Pop;Maximalista,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Piedra cálido de luminosidad medio (6/10) y saturación alta (7/10) que equilibra el espacio.,Medio,Alta,Suave;Cálido;Acogedor;Alegre
40YY 65/263,Granero Amarillo,Cálido,7,7,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación alta (7/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
40YY 34/446,Guirnalda Dorada,Cálido,4,5,Terracota,Contemporáneo,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio.,Bajo,Media,Suave;Cálido;Acogedor;Natural
70YY 83/112,Halo,Cálido,8,6,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación media (6/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
51YY 78/444,Inyección de Sol,Cálido,8,10,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación muy alta (10/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
39YY 52/691,Juego de Abejorros *,Cálido,6,8,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (6/10) y saturación alta (8/10) que equilibra el espacio.,Medio,Alta,Suave;Cálido;Acogedor;Alegre
52YY 83/223,Jugo de Limón,Cálido,8,9,Arena,Pop;Maximalista,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación muy alta (9/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
40YY 71/335,Junquillo Amarillo,Cálido,7,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
60YY 47/608,Kiwi Amarillento,Cálido,5,6,Terracota,Rústico;Mediterráneo,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (5/10) y saturación media (6/10) que equilibra el espacio.,Medio,Media,Suave;Cálido;Acogedor;Natural
63YY 79/219,Kiwi Amarillo,Cálido,8,7,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (7/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
60YY 57/304,Kiwi Dorado,Cálido,6,5,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo;Comedor;Living,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (6/10) y saturación media (5/10) que equilibra el espacio.,Medio,Media,Suave;Cálido;Acogedor;Natural
43YY 65/687,Limón Ardiente *,Cálido,7,10,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación muy alta (10/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
56YY 86/241,Limón Hielo,Cálido,8,9,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación muy alta (9/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
60YY 83/250,Limón Pálido,Cálido,8,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
54YY 69/747,Limón Verde *,Cálido,7,9,Terracota,Pop;Maximalista,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Terracota cálido de luminosidad alto (7/10) y saturación muy alta (9/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
50YY 80/242,Linaza,Cálido,8,9,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación muy alta (9/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
65YY 84/081,Litoral Marítimo,Cálido,8,5,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
66YY 85/231,Luna de Agosto,Cálido,8,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
52YY 89/117,Luna de Miel,Cálido,9,7,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad muy alto (9/10) y saturación alta (7/10) que aporta amplitud visual.,Muy Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
62YY 83/382,Luz Astral,Cálido,8,9,Arena,Pop;Maximalista,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación muy alta (9/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
50YY 83/171,Luz Costera,Cálido,8,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
70YY 83/187,Luz de Linterna,Cálido,8,7,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (7/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
67YY 87/169,Luz de Velas,Cálido,9,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad muy alto (9/10) y saturación alta (8/10) que aporta amplitud visual.,Muy Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
36YY 59/230,Luz Oriental,Cálido,6,5,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo;Comedor;Living,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (6/10) y saturación media (5/10) que equilibra el espacio.,Medio,Media,Suave;Cálido;Acogedor;Natural
49YY 75/130,Luz Relajante,Cálido,8,5,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
45YY 72/230,Magnolia Primaveral,Cálido,7,7,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación alta (7/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
45YY 71/567,Mancha Solar,Cálido,7,10,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación muy alta (10/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
37YY 38/594,Mañana en el Bosque,Cálido,4,8,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación alta (8/10) que equilibra el espacio.,Bajo,Alta,Suave;Cálido;Acogedor;Alegre
61YY 76/109,Mañana Urbana,Cálido,8,4,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
45YY 79/376,Margaritas Montañosas,Cálido,8,10,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación muy alta (10/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
60YY 83/156,Mariposa de Verano,Cálido,8,7,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (7/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
30YY 46/304,Miel Silvestre,Cálido,5,5,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo;Comedor;Living,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio.,Medio,Media,Suave;Cálido;Acogedor;Natural
49YY 69/406,Mousse de Limón,Cálido,7,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
45YY 83/250,Mousse de Maracuyá,Cálido,8,9,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación muy alta (9/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
30YY 27/226,Musgo Caqui,Cálido,3,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
50YY 79/208,Noche Agradable,Cálido,8,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
44YY 23/330,Oliva Deliciosa,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
40YY 72/164,Orégano de Campo,Cálido,7,6,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación media (6/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
49YY 26/180,Orilla del Lago Verde,Cálido,3,3,Terracota,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
40YY 75/216,Orión,Cálido,8,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
40YY 41/603,Oro Bizantino,Cálido,4,7,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación alta (7/10) que equilibra el espacio.,Bajo,Alta,Suave;Cálido;Acogedor;Alegre
61YY 89/135,Paisaje Lunar,Cálido,9,7,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad muy alto (9/10) y saturación alta (7/10) que aporta amplitud visual.,Muy Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
70YY 25/200,Palta,Cálido,3,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
45YY 76/146,Papiro,Cálido,8,6,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación media (6/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
49YY 46/310,Pera Deliciosa,Cálido,5,5,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo;Comedor;Living,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio.,Medio,Media,Suave;Cálido;Acogedor;Natural
75YY 87/137,Pera Primaveral,Cálido,9,7,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad muy alto (9/10) y saturación alta (7/10) que aporta amplitud visual.,Muy Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
40YY 70/138,Pergamino,Cálido,7,5,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
60YY 65/669,Periquito,Cálido,7,9,Terracota,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Terracota cálido de luminosidad alto (7/10) y saturación muy alta (9/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
45YY 83/156,Perla Cultivada,Cálido,8,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
50YY 75/104,Pétalo de Almendro,Cálido,7,5,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
42YY 64/745,Pimienta Cítrica *,Cálido,6,9,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (6/10) y saturación muy alta (9/10) que equilibra el espacio.,Medio,Muy Alta,Suave;Cálido;Acogedor;Alegre
30YY 39/225,Pimienta del Reino,Cálido,4,4,Arena,Contemporáneo,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Arena cálido de luminosidad bajo (4/10) y saturación baja (4/10) que equilibra el espacio.,Bajo,Baja,Suave;Cálido;Acogedor;Natural
71YY 87/078,Playa Blanca,Cálido,9,5,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad muy alto (9/10) y saturación media (5/10) que aporta amplitud visual.,Muy Alto,Media,Luminoso;Amplio;Cálido;Acogedor
30YY 46/608,Rescate del Rey,Cálido,5,8,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (5/10) y saturación alta (8/10) que equilibra el espacio.,Medio,Alta,Suave;Cálido;Acogedor;Alegre
45YY 73/519,Rosa Amarilla,Cálido,7,10,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación muy alta (10/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
62YY 78/618,Sabor Limón,Cálido,8,10,Piedra,Pop;Maximalista,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Piedra cálido de luminosidad alto (8/10) y saturación muy alta (10/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
45YY 67/259,Sahara Occidental,Cálido,7,6,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación media (6/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
60YY 83/094,Sala Blanca,Cálido,8,5,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
66YY 88/114,Seda Matinal,Cálido,9,6,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad muy alto (9/10) y saturación media (6/10) que aporta amplitud visual.,Muy Alto,Media,Luminoso;Amplio;Cálido;Acogedor
45YY 49/610,Semilla de Mostaza,Cálido,5,7,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (5/10) y saturación alta (7/10) que equilibra el espacio.,Medio,Alta,Suave;Cálido;Acogedor;Alegre
53YY 82/133,Sensación Cremosa,Cálido,8,6,Arena,Rústico;Mediterráneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación media (6/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
54YY 71/171,Sensación de Duna,Cálido,7,5,Arena,Rústico;Mediterráneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
68YY 83/339,Sensación Matinal,Cálido,8,9,Piedra,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Piedra cálido de luminosidad alto (8/10) y saturación muy alta (9/10) que aporta amplitud visual.,Alto,Muy Alta,Luminoso;Amplio;Cálido;Acogedor
